date,meeting_title,action,motion
"Jan 28, 2020 (Tue)",January Board Business Meeting,"7.3 Approval of the Minutes of the January 14, 2020 Special Called Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the January 14, 2020 Special Called Meeting.

Motion by Miska Clay Bibbs, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Jan 28, 2020 (Tue)",January Board Business Meeting,"7.4 Approval of the Minutes of the January 21, 2020, Work Session","It is recommended that the Shelby County Board of Education approves the minutes of the January 21, 2020 Work Session.

Motion by Miska Clay Bibbs, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Jan 28, 2020 (Tue)",January Board Business Meeting,9.1 Charter Schools: Denials,"It is recommended that the Shelby County Board of Education denies the charter renewals for Veritas College Preparatory Charter School, Memphis College Preparatory Elementary, and Memphis Business Academy Middle (6-8).

Motion by Miska Clay Bibbs, second by Scott McCormick.
Final Resolution: Motion Fails
Negative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.1 Approval of Consent Agenda,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.2 Grant Amendment: GEAR UP TN 2.0,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.3 Grant: CCTE Middle School CTE Start Up for Chickasaw MS and Ida B Wells Academy,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,"11.4 Grant: CCTE Middle School STEM Start Up for Sherwood MS, American Way MS, and Hickory Ridge MS","It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.5 Contract: Curriculum & Professional Development for CCTE Coding Program of Study,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.6 Award Amendment: First 8 Memphis Pre-K,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.7 Contract: Educational Epiphany,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.8 Contract Addendum: Instructure/Canvas,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,"11.9 Award and Contract: Wilco Services, LLC for Playground Installation at Richland ES","It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.10 Contract Renewal: Evening Reporting Center -The Division of Alternative Education,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.11 Donation: Athletics,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.12 Award and Contract: R.A. Sharp Construction Co. LLC-Macon Hall ES Foundation,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.13 Sale: Graves Elementary,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,"11.14 Contract Renewal: Nichols - Fire Alarm Systems Inspections, Testing & Monitoring","It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.15 Contract Amendment: Viktor Hall for Renovations at CNC Bldg. 7,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.16 Award: Computer Equipment and Deployment Services - Germantown MS,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.17 Award: Computer Equipment and Deployment Services - Cordova HS,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.18 Award: Computer Equipment and Deployment Services - Oak Forest ES,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.19 Award: Computer Equipment and Deployment Services- Peabody ES,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.20 Platform (EPP) Solution,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.21 Purchase: Motorola Radios,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.22 MOU: Germantown Municipal School District for the Provision of Title I Equitable Services,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.23 MOU: Fayette County Schools for the Provision of Title I Equitable Services,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.24 Finance: December 2019 Financial Reports,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
"Jan 28, 2020 (Tue)",January Board Business Meeting,11.25 Finance: January 2020 Capital Improvement Program (CIP) Budget Amendment,"It is recommended that the Shelby County Board of Education approves the January 28, 2020 Consent Agenda.

Motion by Shante Avant, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Abstain: Stephanie P Love
Not Present at Vote: Billy Orgel"
